area,fraud_ip
Симферополь,5.8.8.148
Сургут,5.8.8.149
Тамбов,5.8.8.150
Стерлитамак,5.8.8.151
Набережные Челны,5.8.8.152
Астрахань,5.8.8.153
Владимир,5.8.8.154
Новокузнецк,5.8.8.155
Рязань,5.8.8.156
Москва,5.8.8.157
Ростов-на-Дону,5.8.8.158
Петрозаводск,5.8.8.159
Ульяновск,5.8.8.160
Махачкала,5.8.8.161
Хабаровск,5.8.8.162
Калуга,5.8.8.163
Пенза,5.8.8.164
Екатеринбург,5.8.8.165
Тюмень,5.8.8.166
Липецк,5.8.8.167
Барнаул,5.8.8.168
Омск,5.8.8.169
Иваново,5.8.8.170
Санкт-Петербург,5.8.8.171
Вологда,5.8.8.172
Самара,5.8.8.173
Челябинск,5.8.8.174
Оренбург,5.8.8.175
Комсомольск-на-Амуре,5.8.8.176
Пермь,5.8.8.177
Чита,5.8.8.178
Калининград,5.8.8.179
Саратов,5.8.8.180
Братск,5.8.8.181
Красноярск,5.8.8.182
Ярославль,5.8.8.183
Казань,5.8.8.184
Смоленск,5.8.8.185
Курск,5.8.8.186
Нижний Новгород,5.8.8.187
Курган,5.8.8.188
Кострома,5.8.8.189
Волжский,5.8.8.190
Череповец,5.8.8.191
Владивосток,5.8.8.192
Архангельск,5.8.8.193
Новосибирск,5.8.8.194
Владикавказ,5.8.8.195
Уфа,5.8.8.196
Чебоксары,5.8.8.197
Ижевск,5.8.8.198
Орёл,5.8.8.199
Волгоград,5.8.8.200
Ставрополь,5.8.8.201
Томск,5.8.8.202
Нижний Тагил,5.8.8.203
Саранск,5.8.8.204
Тольятти,5.8.8.205
Якутск,5.8.8.206
Киров,5.8.8.207
Улан-Удэ,5.8.8.208
Тула,5.8.8.209
Севастополь,5.8.8.210
Брянск,5.8.8.211
Таганрог,5.8.8.212
Сочи,5.8.8.213
Грозный,5.8.8.214
Йошкар-Ола,5.8.8.215
Белгород,5.8.8.216
Нижневартовск,5.8.8.217
Магнитогорск,5.8.8.218
Краснодар,5.8.8.219
Воронеж,5.8.8.220
Мурманск,5.8.8.221
Кемерово,5.8.8.222
Иркутск,5.8.8.223
Тверь,5.8.8.224
Симферополь,5.8.8.225
Сургут,5.8.8.226
Тамбов,5.8.8.227
Стерлитамак,5.8.8.228
Набережные Челны,5.8.8.229
Астрахань,5.8.8.230
Владимир,5.8.8.231
Новокузнецк,5.8.8.232
Рязань,5.8.8.233
Москва,5.8.8.234
Ростов-на-Дону,5.8.8.235
Петрозаводск,5.8.8.236
Ульяновск,5.8.8.237
Махачкала,5.8.8.238
Хабаровск,5.8.8.239
Калуга,5.8.8.240
Пенза,5.8.8.241
Екатеринбург,5.8.8.242
Тюмень,5.8.8.243
Липецк,5.8.8.244
Барнаул,5.8.8.245
Омск,5.8.8.246
Иваново,5.8.8.247
Санкт-Петербург,5.8.8.248
Вологда,5.8.8.249
Самара,5.8.8.250
Челябинск,5.8.8.251
Оренбург,5.8.8.252
Комсомольск-на-Амуре,5.8.8.253
Пермь,5.8.8.254
Чита,5.8.8.255
Калининград,5.8.9.0
Саратов,5.8.9.1
Братск,5.8.9.2
Красноярск,5.8.9.3
Ярославль,5.8.9.4
Казань,5.8.9.5
Смоленск,5.8.9.6
Курск,5.8.9.7
Нижний Новгород,5.8.9.8
Курган,5.8.9.9
Кострома,5.8.9.10
Волжский,5.8.9.11
Череповец,5.8.9.12
Владивосток,5.8.9.13
Архангельск,5.8.9.14
Новосибирск,5.8.9.15
Владикавказ,5.8.9.16
Уфа,5.8.9.17
Чебоксары,5.8.9.18
Ижевск,5.8.9.19
Орёл,5.8.9.20
Волгоград,5.8.9.21
Ставрополь,5.8.9.22
Томск,5.8.9.23
Нижний Тагил,5.8.9.24
Саранск,5.8.9.25
Тольятти,5.8.9.26
Якутск,5.8.9.27
Киров,5.8.9.28
Улан-Удэ,5.8.9.29
Тула,5.8.9.30
Севастополь,5.8.9.31
Брянск,5.8.9.32
Таганрог,5.8.9.33
Сочи,5.8.9.34
Грозный,5.8.9.35
Йошкар-Ола,5.8.9.36
Белгород,5.8.9.37
Нижневартовск,5.8.9.38
Магнитогорск,5.8.9.39
Краснодар,5.8.9.40
Воронеж,5.8.9.41
Мурманск,5.8.9.42
Кемерово,5.8.9.43
Иркутск,5.8.9.44
Тверь,5.8.9.45
Симферополь,5.8.9.46
Сургут,5.8.9.47
Тамбов,5.8.9.48
Стерлитамак,5.8.9.49
Набережные Челны,5.8.9.50
Астрахань,5.8.9.51
Владимир,5.8.9.52
Новокузнецк,5.8.9.53
Рязань,5.8.9.54
Москва,5.8.9.55
Ростов-на-Дону,5.8.9.56
Петрозаводск,5.8.9.57
Ульяновск,5.8.9.58
Махачкала,5.8.9.59
Хабаровск,5.8.9.60
Калуга,5.8.9.61
Пенза,5.8.9.62
Екатеринбург,5.8.9.63
Тюмень,5.8.9.64
Липецк,5.8.9.65
Барнаул,5.8.9.66
Омск,5.8.9.67
Иваново,5.8.9.68
Санкт-Петербург,5.8.9.69
Вологда,5.8.9.70
Самара,5.8.9.71
Челябинск,5.8.9.72
Оренбург,5.8.9.73
Комсомольск-на-Амуре,5.8.9.74
Пермь,5.8.9.75
Чита,5.8.9.76
Калининград,5.8.9.77
Саратов,5.8.9.78
Братск,5.8.9.79
Красноярск,5.8.9.80
Ярославль,5.8.9.81
Казань,5.8.9.82
Смоленск,5.8.9.83
Курск,5.8.9.84
Нижний Новгород,5.8.9.85
Курган,5.8.9.86
Кострома,5.8.9.87
Волжский,5.8.9.88
Череповец,5.8.9.89
Владивосток,5.8.9.90
Архангельск,5.8.9.91
Новосибирск,5.8.9.92
Владикавказ,5.8.9.93
Уфа,5.8.9.94
Чебоксары,5.8.9.95
Ижевск,5.8.9.96
Орёл,5.8.9.97
Волгоград,5.8.9.98
Ставрополь,5.8.9.99
Томск,5.8.9.100
Нижний Тагил,5.8.9.101
Саранск,5.8.9.102
Тольятти,5.8.9.103
Якутск,5.8.9.104
Киров,5.8.9.105
Улан-Удэ,5.8.9.106
Тула,5.8.9.107
Севастополь,5.8.9.108
Брянск,5.8.9.109
Таганрог,5.8.9.110
Сочи,5.8.9.111
Грозный,5.8.9.112
Йошкар-Ола,5.8.9.113
Белгород,5.8.9.114
Нижневартовск,5.8.9.115
Магнитогорск,5.8.9.116
Краснодар,5.8.9.117
Воронеж,5.8.9.118
Мурманск,5.8.9.119
Кемерово,5.8.9.120
Иркутск,5.8.9.121
Тверь,5.8.9.122
Симферополь,5.8.9.123
Сургут,5.8.9.124
Тамбов,5.8.9.125
Стерлитамак,5.8.9.126
Набережные Челны,5.8.9.127
Астрахань,5.8.9.128
Владимир,5.8.9.129
Новокузнецк,5.8.9.130
Рязань,5.8.9.131
Москва,5.8.9.132
Ростов-на-Дону,5.8.9.133
Петрозаводск,5.8.9.134
Ульяновск,5.8.9.135
Махачкала,5.8.9.136
Хабаровск,5.8.9.137
Калуга,5.8.9.138
Пенза,5.8.9.139
Екатеринбург,5.8.9.140
Тюмень,5.8.9.141
Липецк,5.8.9.142
Барнаул,5.8.9.143
Омск,5.8.9.144
Иваново,5.8.9.145
Санкт-Петербург,5.8.9.146
Вологда,5.8.9.147
Самара,5.8.9.148
Челябинск,5.8.9.149
Оренбург,5.8.9.150
Комсомольск-на-Амуре,5.8.9.151
Пермь,5.8.9.152
Чита,5.8.9.153
Калининград,5.8.9.154
Саратов,5.8.9.155
Братск,5.8.9.156
Красноярск,5.8.9.157
Ярославль,5.8.9.158
Казань,5.8.9.159
Смоленск,5.8.9.160
Курск,5.8.9.161
Нижний Новгород,5.8.9.162
Курган,5.8.9.163
Кострома,5.8.9.164
Волжский,5.8.9.165
Череповец,5.8.9.166
Владивосток,5.8.9.167
Архангельск,5.8.9.168
Новосибирск,5.8.9.169
Владикавказ,5.8.9.170
Уфа,5.8.9.171
Чебоксары,5.8.9.172
Ижевск,5.8.9.173
Орёл,5.8.9.174
Волгоград,5.8.9.175
Ставрополь,5.8.9.176
Томск,5.8.9.177
Нижний Тагил,5.8.9.178
Саранск,5.8.9.179
Тольятти,5.8.9.180
Якутск,5.8.9.181
Киров,5.8.9.182
Улан-Удэ,5.8.9.183
Тула,5.8.9.184
Севастополь,5.8.9.185
Брянск,5.8.9.186
Таганрог,5.8.9.187
Сочи,5.8.9.188
Грозный,5.8.9.189
Йошкар-Ола,5.8.9.190
Белгород,5.8.9.191
Нижневартовск,5.8.9.192
Магнитогорск,5.8.9.193
Краснодар,5.8.9.194
Воронеж,5.8.9.195
Мурманск,5.8.9.196
Кемерово,5.8.9.197
Иркутск,5.8.9.198
Тверь,5.8.9.199
Симферополь,5.8.9.200
Сургут,5.8.9.201
Тамбов,5.8.9.202
Стерлитамак,5.8.9.203
Набережные Челны,5.8.9.204
Астрахань,5.8.9.205
Владимир,5.8.9.206
Новокузнецк,5.8.9.207
Рязань,5.8.9.208
Москва,5.8.9.209
Ростов-на-Дону,5.8.9.210
Петрозаводск,5.8.9.211
Ульяновск,5.8.9.212
Махачкала,5.8.9.213
Хабаровск,5.8.9.214
Калуга,5.8.9.215
Пенза,5.8.9.216
Екатеринбург,5.8.9.217
Тюмень,5.8.9.218
Липецк,5.8.9.219
Барнаул,5.8.9.220
Омск,5.8.9.221
Иваново,5.8.9.222
Санкт-Петербург,5.8.9.223
Вологда,5.8.9.224
Самара,5.8.9.225
Челябинск,5.8.9.226
Оренбург,5.8.9.227
Комсомольск-на-Амуре,5.8.9.228
Пермь,5.8.9.229
Чита,5.8.9.230
Калининград,5.8.9.231
Саратов,5.8.9.232
Братск,5.8.9.233
Красноярск,5.8.9.234
Ярославль,5.8.9.235
Казань,5.8.9.236
Смоленск,5.8.9.237
Курск,5.8.9.238
Нижний Новгород,5.8.9.239
Курган,5.8.9.240
Кострома,5.8.9.241
Волжский,5.8.9.242
Череповец,5.8.9.243
Владивосток,5.8.9.244
Архангельск,5.8.9.245
Новосибирск,5.8.9.246
Владикавказ,5.8.9.247
Уфа,5.8.9.248
Чебоксары,5.8.9.249
Ижевск,5.8.9.250
Орёл,5.8.9.251
Волгоград,5.8.9.252
Ставрополь,5.8.9.253
Томск,5.8.9.254
Нижний Тагил,5.8.9.255
Саранск,5.8.10.0
Тольятти,5.8.10.1
Якутск,5.8.10.2
Киров,5.8.10.3
Улан-Удэ,5.8.10.4
Тула,5.8.10.5
Севастополь,5.8.10.6
Брянск,5.8.10.7
Таганрог,5.8.10.8
Сочи,5.8.10.9
Грозный,5.8.10.10
Йошкар-Ола,5.8.10.11
Белгород,5.8.10.12
Нижневартовск,5.8.10.13
Магнитогорск,5.8.10.14
Краснодар,5.8.10.15
Воронеж,5.8.10.16
Мурманск,5.8.10.17
Кемерово,5.8.10.18
Иркутск,5.8.10.19
Тверь,5.8.10.20
Симферополь,5.8.10.21
Сургут,5.8.10.22
Тамбов,5.8.10.23
Стерлитамак,5.8.10.24
Набережные Челны,5.8.10.25
Астрахань,5.8.10.26
Владимир,5.8.10.27
Новокузнецк,5.8.10.28
Рязань,5.8.10.29
Москва,5.8.10.30
Ростов-на-Дону,5.8.10.31
Петрозаводск,5.8.10.32
Ульяновск,5.8.10.33
Махачкала,5.8.10.34
Хабаровск,5.8.10.35
Калуга,5.8.10.36
Пенза,5.8.10.37
Екатеринбург,5.8.10.38
Тюмень,5.8.10.39
Липецк,5.8.10.40
Барнаул,5.8.10.41
Омск,5.8.10.42
Иваново,5.8.10.43
Санкт-Петербург,5.8.10.44
Вологда,5.8.10.45
Самара,5.8.10.46
Челябинск,5.8.10.47
Оренбург,5.8.10.48
Комсомольск-на-Амуре,5.8.10.49
Пермь,5.8.10.50
Чита,5.8.10.51
Калининград,5.8.10.52
Саратов,5.8.10.53
Братск,5.8.10.54
Красноярск,5.8.10.55
Ярославль,5.8.10.56
Казань,5.8.10.57
Смоленск,5.8.10.58
Курск,5.8.10.59
Нижний Новгород,5.8.10.60
Курган,5.8.10.61
Кострома,5.8.10.62
Волжский,5.8.10.63
Череповец,5.8.10.64
Владивосток,5.8.10.65
Архангельск,5.8.10.66
Новосибирск,5.8.10.67
Владикавказ,5.8.10.68
Уфа,5.8.10.69
Чебоксары,5.8.10.70
Ижевск,5.8.10.71
Орёл,5.8.10.72
Волгоград,5.8.10.73
Ставрополь,5.8.10.74
Томск,5.8.10.75
Нижний Тагил,5.8.10.76
Саранск,5.8.10.77
Тольятти,5.8.10.78
Якутск,5.8.10.79
Киров,5.8.10.80
Улан-Удэ,5.8.10.81
Тула,5.8.10.82
Севастополь,5.8.10.83
Брянск,5.8.10.84
Таганрог,5.8.10.85
Сочи,5.8.10.86
Грозный,5.8.10.87
Йошкар-Ола,5.8.10.88
Белгород,5.8.10.89
Нижневартовск,5.8.10.90
Магнитогорск,5.8.10.91
Краснодар,5.8.10.92
Воронеж,5.8.10.93
Мурманск,5.8.10.94
Кемерово,5.8.10.95
Иркутск,5.8.10.96
Тверь,5.8.10.97
Симферополь,5.8.10.98
Сургут,5.8.10.99
Тамбов,5.8.10.100
Стерлитамак,5.8.10.101
Набережные Челны,5.8.10.102
Астрахань,5.8.10.103
Владимир,5.8.10.104
Новокузнецк,5.8.10.105
Рязань,5.8.10.106
Москва,5.8.10.107
Ростов-на-Дону,5.8.10.108
Петрозаводск,5.8.10.109
Ульяновск,5.8.10.110
Махачкала,5.8.10.111
Хабаровск,5.8.10.112
Калуга,5.8.10.113
Пенза,5.8.10.114
Екатеринбург,5.8.10.115
Тюмень,5.8.10.116
Липецк,5.8.10.117
Барнаул,5.8.10.118
Омск,5.8.10.119
Иваново,5.8.10.120
Санкт-Петербург,5.8.10.121
Вологда,5.8.10.122
Самара,5.8.10.123
Челябинск,5.8.10.124
Оренбург,5.8.10.125
Комсомольск-на-Амуре,5.8.10.126
Пермь,5.8.10.127
Чита,5.8.10.128
Калининград,5.8.10.129
Саратов,5.8.10.130
Братск,5.8.10.131
Красноярск,5.8.10.132
Ярославль,5.8.10.133
Казань,5.8.10.134
Смоленск,5.8.10.135
Курск,5.8.10.136
Нижний Новгород,5.8.10.137
Курган,5.8.10.138
Кострома,5.8.10.139
Волжский,5.8.10.140
Череповец,5.8.10.141
Владивосток,5.8.10.142
Архангельск,5.8.10.143
Новосибирск,5.8.10.144
Владикавказ,5.8.10.145
Уфа,5.8.10.146
Чебоксары,5.8.10.147
Ижевск,5.8.10.148
Орёл,5.8.10.149
Волгоград,5.8.10.150
Ставрополь,5.8.10.151
Томск,5.8.10.152
Нижний Тагил,5.8.10.153
Саранск,5.8.10.154
Тольятти,5.8.10.155
Якутск,5.8.10.156
Киров,5.8.10.157
Улан-Удэ,5.8.10.158
Тула,5.8.10.159
Севастополь,5.8.10.160
Брянск,5.8.10.161
Таганрог,5.8.10.162
Сочи,5.8.10.163
Грозный,5.8.10.164
Йошкар-Ола,5.8.10.165
Белгород,5.8.10.166
Нижневартовск,5.8.10.167
Магнитогорск,5.8.10.168
Краснодар,5.8.10.169
Воронеж,5.8.10.170
Мурманск,5.8.10.171
Кемерово,5.8.10.172
Иркутск,5.8.10.173
Тверь,5.8.10.174
Симферополь,5.8.10.175
Сургут,5.8.10.176
Тамбов,5.8.10.177
Стерлитамак,5.8.10.178
Набережные Челны,5.8.10.179
Астрахань,5.8.10.180
Владимир,5.8.10.181
Новокузнецк,5.8.10.182
Рязань,5.8.10.183
Москва,5.8.10.184
Ростов-на-Дону,5.8.10.185
Петрозаводск,5.8.10.186
Ульяновск,5.8.10.187
Махачкала,5.8.10.188
Хабаровск,5.8.10.189
Калуга,5.8.10.190
Пенза,5.8.10.191
Екатеринбург,5.8.10.192
Тюмень,5.8.10.193
Липецк,5.8.10.194
Барнаул,5.8.10.195
Омск,5.8.10.196
Иваново,5.8.10.197
Санкт-Петербург,5.8.10.198
Вологда,5.8.10.199
Самара,5.8.10.200
Челябинск,5.8.10.201
Оренбург,5.8.10.202
Комсомольск-на-Амуре,5.8.10.203
Пермь,5.8.10.204
Чита,5.8.10.205
Калининград,5.8.10.206
Саратов,5.8.10.207
Братск,5.8.10.208
Красноярск,5.8.10.209
Ярославль,5.8.10.210
Казань,5.8.10.211
Смоленск,5.8.10.212
Курск,5.8.10.213
Нижний Новгород,5.8.10.214
Курган,5.8.10.215
Кострома,5.8.10.216
Волжский,5.8.10.217
Череповец,5.8.10.218
Владивосток,5.8.10.219
Архангельск,5.8.10.220
Новосибирск,5.8.10.221
Владикавказ,5.8.10.222
Уфа,5.8.10.223
Чебоксары,5.8.10.224
Ижевск,5.8.10.225
Орёл,5.8.10.226
Волгоград,5.8.10.227
Ставрополь,5.8.10.228
Томск,5.8.10.229
Нижний Тагил,5.8.10.230
Саранск,5.8.10.231
Тольятти,5.8.10.232
Якутск,5.8.10.233
Киров,5.8.10.234
Улан-Удэ,5.8.10.235
Тула,5.8.10.236
Севастополь,5.8.10.237
Брянск,5.8.10.238
Таганрог,5.8.10.239
Сочи,5.8.10.240
Грозный,5.8.10.241
Йошкар-Ола,5.8.10.242
Белгород,5.8.10.243
Нижневартовск,5.8.10.244
Магнитогорск,5.8.10.245
Краснодар,5.8.10.246
Воронеж,5.8.10.247
Мурманск,5.8.10.248
Кемерово,5.8.10.249
Иркутск,5.8.10.250
Тверь,5.8.10.251
Симферополь,5.8.10.252
Сургут,5.8.10.253
Тамбов,5.8.10.254
Стерлитамак,5.8.10.255
Набережные Челны,5.8.11.0
Астрахань,5.8.11.1
Владимир,5.8.11.2
Новокузнецк,5.8.11.3
Рязань,5.8.11.4
Москва,5.8.11.5
Ростов-на-Дону,5.8.11.6
Петрозаводск,5.8.11.7
Ульяновск,5.8.11.8
Махачкала,5.8.11.9
Хабаровск,5.8.11.10
Калуга,5.8.11.11
Пенза,5.8.11.12
Екатеринбург,5.8.11.13
Тюмень,5.8.11.14
Липецк,5.8.11.15
Барнаул,5.8.11.16
Омск,5.8.11.17
Иваново,5.8.11.18
Санкт-Петербург,5.8.11.19
Вологда,5.8.11.20
Самара,5.8.11.21
Челябинск,5.8.11.22
Оренбург,5.8.11.23
Комсомольск-на-Амуре,5.8.11.24
Пермь,5.8.11.25
Чита,5.8.11.26
Калининград,5.8.11.27
Саратов,5.8.11.28
Братск,5.8.11.29
Красноярск,5.8.11.30
Ярославль,5.8.11.31
Казань,5.8.11.32
Смоленск,5.8.11.33
Курск,5.8.11.34
Нижний Новгород,5.8.11.35
